id,doc_type,download_url
Commercial_001,asus_product_catalogue,https://www.asus.com/event/2020/productguide/ph/IT-Product-Guide-April-2020-to-June-2020.pdf
Commercial_002,hp_product_catalogue,https://www.hpobchod.sk/library/dokumenty/PC_Catalogue_2014_nahladove_PDF_v2.pdf
Commercial_003,maruti_brochure,https://az-ci-afde-prd-arena-03-efddeyfchzf9akbb.z01.azurefd.net/msilintiwebpdfcopyfromdefault/Swift_Vertical_Brochure_final_highres.pdf
Commercial_004,parle_products,https://www.parleproducts.com/pdf/mrp-list.pdf
Commercial_005,berger_color_brochure,https://bergerpaintsnig.com/wp-content/uploads/2020/08/BERGER-COLOUR-BROCHURE-1.pdf
Commercial_006,laptop_catalogue,file:///C:/Users/user/Downloads/Laptopcatalogue_KAI.pdf
